channel,model,track,val_auc,test_auc
2l2tau,xgboost,Run 2,0.9675535574104496,0.9675535574104496
2l2tau,xgboost,Run 3,0.9699847688576996,0.9699847688576996
2l2tau,xgboost,Combined,0.9715663565519002,0.9715663565519002
