channel,model,track,val_auc,test_auc
2l2tau,mlp,Run 2,0.9652244893371293,0.9614742120339819
2l2tau,mlp,Run 3,0.9739971213244665,0.9706275742965479
2l2tau,mlp,Combined,0.9710776550683305,0.9684493318673162
