channel,model,track,val_auc,test_auc
2l2tau,gnn,Run 2,0.9512174784811953,0.9512174784811953
2l2tau,gnn,Run 3,0.9591735408277744,0.9591735408277744
2l2tau,gnn,Combined,0.9618496184331227,0.9618496184331227
