 |       | HHggF      | HHVBF      | t      | Othertop      | Single-H      | VV      | VVV      | V      | W+jets      | Z+jets |
 | gamma_stat_SR__XGB_COMBINED_bin_0 | 0.00114998 / -0.00114998 | 0.00197748 / -0.00197748 | 0.0105409 / -0.0105409 | 0.0121153 / -0.0121153 | 0.0141722 / -0.0141722 | 0.00944664 / -0.00944664 | 0.00919207 / -0.00919207 | 0.0191307 / -0.0191307 | 1.2116e-08 / -1.2116e-08 | 0.0140351 / -0.0140351 |
 | gamma_stat_SR__XGB_COMBINED_bin_1 | 0.00165675 / -0.00165675 | 0.00319738 / -0.00319738 | 0.013003 / -0.013003 | 0.00811172 / -0.00811172 | 0.0150205 / -0.0150205 | 0.011531 / -0.011531 | 0.00806023 / -0.00806023 | 0.0155155 / -0.0155155 | 0.0366837 / -0.0366837 | 0.0219691 / -0.0219691 |
 | gamma_stat_SR__XGB_COMBINED_bin_2 | 0.00261928 / -0.00261928 | 0.00431699 / -0.00431699 | 0.0132637 / -0.0132637 | 0.0196309 / -0.0196309 | 0.012197 / -0.012197 | 0.0121524 / -0.0121524 | 0.0115153 / -0.0115153 | 0.0117123 / -0.0117123 | 0.00300041 / -0.00300041 | 0.0138273 / -0.0138273 |
 | gamma_stat_SR__XGB_COMBINED_bin_3 | 0.0057988 / -0.0057988 | 0.0103814 / -0.0103814 | 0.018575 / -0.018575 | 0.0159546 / -0.0159546 | 0.00693302 / -0.00693302 | 0.0159765 / -0.0159765 | 0.0140875 / -0.0140875 | 0.0182121 / -0.0182121 | 0.0104709 / -0.0104709 | 0.0156345 / -0.0156345 |
 | gamma_stat_SR__XGB_COMBINED_bin_4 | 0.00806443 / -0.00806443 | 0.0116435 / -0.0116435 | 0.0115757 / -0.0115757 | 0.0119472 / -0.0119472 | 0.00884104 / -0.00884104 | 0.0116345 / -0.0116345 | 0.0120461 / -0.0120461 | 0.00912928 / -0.00912928 | 0.0242284 / -0.0242284 | 0.00760506 / -0.00760506 |
 | gamma_stat_SR__XGB_COMBINED_bin_5 | 0.015969 / -0.015969 | 0.0200806 / -0.0200806 | 0.00864395 / -0.00864395 | 0.00457185 / -0.00457185 | 0.0119905 / -0.0119905 | 0.00999795 / -0.00999795 | 0.0132013 / -0.0132013 | 0.00303316 / -0.00303316 | 0.00252132 / -0.00252132 | 0.00316675 / -0.00316675 |
 | gamma_stat_SR__XGB_COMBINED_bin_6 | 0.0230671 / -0.0230671 | 0.0187464 / -0.0187464 | 0.00126036 / -0.00126036 | 0.00259438 / -0.00259438 | 0.00805374 / -0.00805374 | 0.00630093 / -0.00630093 | 0.00849416 / -0.00849416 | 0.00142299 / -0.00142299 | 1.48456e-08 / -1.48456e-08 | 0.00117982 / -0.00117982 |
 | gamma_stat_SR__XGB_COMBINED_bin_7 | 0.0419275 / -0.0419275 | 0.0205186 / -0.0205186 | 0.00120657 / -0.00120657 | 0.00131329 / -0.00131329 | 0.00253855 / -0.00253855 | 0.00264637 / -0.00264637 | 0.00418913 / -0.00418913 | 3.50058e-05 / -3.50058e-05 | 1.9459e-08 / -1.9459e-08 | 0.000237939 / -0.000237939 |
 | mu_XS_hh | 7.06706 / -5.08183 | 7.06706 / -5.08183 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
