 |       | HHggF      | HHVBF      | t      | Othertop      | Single-H      | VV      | VVV      | V      | W+jets      | Z+jets |
 | gamma_stat_SR__PNN_RUN3_bin_0 | 0.00304983 / -0.00304983 | 0.00560518 / -0.00560518 | 0.0193576 / -0.0193576 | 0.00447125 / -0.00447125 | 0.0269265 / -0.0269265 | 0.0157708 / -0.0157708 | 0.00989205 / -0.00989205 | 0.0316835 / -0.0316835 | 2.57934e-08 / -2.57934e-08 | 0.0311793 / -0.0311793 |
 | gamma_stat_SR__PNN_RUN3_bin_1 | 0.00399666 / -0.00399666 | 0.0100206 / -0.0100206 | 0.0241071 / -0.0241071 | 0.0174268 / -0.0174268 | 0.0230843 / -0.0230843 | 0.018052 / -0.018052 | 0.0119976 / -0.0119976 | 0.0291612 / -0.0291612 | 0.0023944 / -0.0023944 | 0.0234812 / -0.0234812 |
 | gamma_stat_SR__PNN_RUN3_bin_2 | 0.00955408 / -0.00955408 | 0.0163637 / -0.0163637 | 0.0379758 / -0.0379758 | 0.0494595 / -0.0494595 | 0.0232447 / -0.0232447 | 0.0314221 / -0.0314221 | 0.0255269 / -0.0255269 | 0.0381302 / -0.0381302 | 0.0369891 / -0.0369891 | 0.0604665 / -0.0604665 |
 | gamma_stat_SR__PNN_RUN3_bin_3 | 0.00685181 / -0.00685181 | 0.0120465 / -0.0120465 | 0.015793 / -0.015793 | 0.0150714 / -0.0150714 | 0.013678 / -0.013678 | 0.0151929 / -0.0151929 | 0.0145676 / -0.0145676 | 0.0146005 / -0.0146005 | 0.00671115 / -0.00671115 | 0.0104494 / -0.0104494 |
 | gamma_stat_SR__PNN_RUN3_bin_4 | 0.0177825 / -0.0177825 | 0.0232013 / -0.0232013 | 0.0219733 / -0.0219733 | 0.0152897 / -0.0152897 | 0.0157787 / -0.0157787 | 0.0228244 / -0.0228244 | 0.0255243 / -0.0255243 | 0.0107769 / -0.0107769 | 0.0980236 / -0.0980236 | 0.0126831 / -0.0126831 |
 | gamma_stat_SR__PNN_RUN3_bin_5 | 0.0238313 / -0.0238313 | 0.0256096 / -0.0256096 | 0.00879743 / -0.00879743 | 0.023272 / -0.023272 | 0.0116527 / -0.0116527 | 0.0161208 / -0.0161208 | 0.021335 / -0.021335 | 0.00856898 / -0.00856898 | 2.07152e-08 / -2.07152e-08 | 0.00667928 / -0.00667928 |
 | gamma_stat_SR__PNN_RUN3_bin_6 | 0.0260531 / -0.0260531 | 0.0186033 / -0.0186033 | 0.00361631 / -0.00361631 | 0.00597217 / -0.00597217 | 0.00624236 / -0.00624236 | 0.00880714 / -0.00880714 | 0.0127325 / -0.0127325 | 0.000717179 / -0.000717179 | 1.80332e-08 / -1.80332e-08 | 0.000944336 / -0.000944336 |
 | gamma_stat_SR__PNN_RUN3_bin_7 | 0.0476065 / -0.0476065 | 0.0196514 / -0.0196514 | 0.00143692 / -0.00143692 | 0.00521215 / -0.00521215 | 0.0124463 / -0.0124463 | 0.00347836 / -0.00347836 | 0.0099686 / -0.0099686 | 0.00101152 / -0.00101152 | 0.00260334 / -0.00260334 | 0.000434657 / -0.000434657 |
