 |       | HHggF      | HHVBF      | t      | Othertop      | Single-H      | VV      | VVV      | V      | W+jets      | Z+jets |
 | gamma_stat_SR__MLP_RUN2_bin_0 | 0.00144394 / -0.00144394 | 0.00247894 / -0.00247894 | 0.010972 / -0.010972 | 0.00681625 / -0.00681625 | 0.00258827 / -0.00258827 | 0.0111254 / -0.0111254 | 0.0090528 / -0.0090528 | 0.0094217 / -0.0094217 | 0.0138876 / -0.0138876 | 0.014032 / -0.014032 |
 | gamma_stat_SR__MLP_RUN2_bin_1 | 0.00270598 / -0.00270598 | 0.00588565 / -0.00588565 | 0.0128835 / -0.0128835 | 0.0145977 / -0.0145977 | 0.00648393 / -0.00648393 | 0.0139292 / -0.0139292 | 0.0124745 / -0.0124745 | 0.0151789 / -0.0151789 | 0.0114599 / -0.0114599 | 0.0193414 / -0.0193414 |
 | gamma_stat_SR__MLP_RUN2_bin_2 | 0.00949449 / -0.00949449 | 0.014189 / -0.014189 | 0.0305307 / -0.0305307 | 0.0355267 / -0.0355267 | 0.0384554 / -0.0384554 | 0.0298671 / -0.0298671 | 0.0305161 / -0.0305161 | 0.0220382 / -0.0220382 | 0.0599849 / -0.0599849 | 0.0292159 / -0.0292159 |
 | gamma_stat_SR__MLP_RUN2_bin_3 | 0.00751115 / -0.00751115 | 0.0104693 / -0.0104693 | 0.0133584 / -0.0133584 | 0.0164651 / -0.0164651 | 0.0149533 / -0.0149533 | 0.013212 / -0.013212 | 0.0147489 / -0.0147489 | 0.0156202 / -0.0156202 | 0.00844781 / -0.00844781 | 0.0103362 / -0.0103362 |
 | gamma_stat_SR__MLP_RUN2_bin_4 | 0.00739318 / -0.00739318 | 0.00873116 / -0.00873116 | 0.00782088 / -0.00782088 | 0.00791161 / -0.00791161 | 0.00943564 / -0.00943564 | 0.00671849 / -0.00671849 | 0.00795881 / -0.00795881 | 0.00917545 / -0.00917545 | 0.00360548 / -0.00360548 | 0.0056794 / -0.0056794 |
 | gamma_stat_SR__MLP_RUN2_bin_5 | 0.0176309 / -0.0176309 | 0.0188653 / -0.0188653 | 0.00722028 / -0.00722028 | 0.00702399 / -0.00702399 | 0.00644965 / -0.00644965 | 0.00705805 / -0.00705805 | 0.00792243 / -0.00792243 | 0.0062797 / -0.0062797 | 0.00495256 / -0.00495256 | 0.0021615 / -0.0021615 |
 | gamma_stat_SR__MLP_RUN2_bin_6 | 0.0257676 / -0.0257676 | 0.0188003 / -0.0188003 | 0.00342721 / -0.00342721 | 0.00216457 / -0.00216457 | 0.012781 / -0.012781 | 0.00457213 / -0.00457213 | 0.00516827 / -0.00516827 | 0.00348437 / -0.00348437 | 0.00142685 / -0.00142685 | 0.0030347 / -0.0030347 |
 | gamma_stat_SR__MLP_RUN2_bin_7 | 0.042081 / -0.042081 | 0.0230698 / -0.0230698 | 0.00285873 / -0.00285873 | 0.00213154 / -0.00213154 | 0.0181293 / -0.0181293 | 0.0026855 / -0.0026855 | 0.00269274 / -0.00269274 | 0.00217665 / -0.00217665 | 0.000988823 / -0.000988823 | 0.000910036 / -0.000910036 |
