 |       | HHggF      | HHVBF      | t      | Othertop      | Single-H      | VV      | VVV      | V      | W+jets      | Z+jets |
 | gamma_stat_SR__DNN_RUN2_bin_0 | 0.0012467 / -0.0012467 | 0.00283408 / -0.00283408 | 0.00917161 / -0.00917161 | 0.0100604 / -0.0100604 | 0.00291705 / -0.00291705 | 0.0105759 / -0.0105759 | 0.00888395 / -0.00888395 | 0.012381 / -0.012381 | 0.0147636 / -0.0147636 | 0.015145 / -0.015145 |
 | gamma_stat_SR__DNN_RUN2_bin_1 | 0.00287961 / -0.00287961 | 0.00555612 / -0.00555612 | 0.0187198 / -0.0187198 | 0.0146932 / -0.0146932 | 0.00818456 / -0.00818456 | 0.0168346 / -0.0168346 | 0.0157994 / -0.0157994 | 0.0140561 / -0.0140561 | 0.0296158 / -0.0296158 | 0.0186634 / -0.0186634 |
 | gamma_stat_SR__DNN_RUN2_bin_2 | 0.00305615 / -0.00305615 | 0.00543445 / -0.00543445 | 0.00947607 / -0.00947607 | 0.013009 / -0.013009 | 0.0066835 / -0.0066835 | 0.011085 / -0.011085 | 0.00970171 / -0.00970171 | 0.00579336 / -0.00579336 | 0.00655701 / -0.00655701 | 0.0112479 / -0.0112479 |
 | gamma_stat_SR__DNN_RUN2_bin_3 | 0.00582809 / -0.00582809 | 0.00828024 / -0.00828024 | 0.013443 / -0.013443 | 0.0123085 / -0.0123085 | 0.0174243 / -0.0174243 | 0.0109101 / -0.0109101 | 0.0146022 / -0.0146022 | 0.0152838 / -0.0152838 | 0.00877059 / -0.00877059 | 0.00849402 / -0.00849402 |
 | gamma_stat_SR__DNN_RUN2_bin_4 | 0.00856918 / -0.00856918 | 0.0102351 / -0.0102351 | 0.00805281 / -0.00805281 | 0.00787027 / -0.00787027 | 0.00985236 / -0.00985236 | 0.00786787 / -0.00786787 | 0.00927101 / -0.00927101 | 0.011188 / -0.011188 | 0.00526193 / -0.00526193 | 0.00519055 / -0.00519055 |
 | gamma_stat_SR__DNN_RUN2_bin_5 | 0.0125861 / -0.0125861 | 0.0132696 / -0.0132696 | 0.00548567 / -0.00548567 | 0.00365797 / -0.00365797 | 0.0105857 / -0.0105857 | 0.00518692 / -0.00518692 | 0.00483714 / -0.00483714 | 0.00483865 / -0.00483865 | 0.00318404 / -0.00318404 | 0.00416493 / -0.00416493 |
 | gamma_stat_SR__DNN_RUN2_bin_6 | 0.0291137 / -0.0291137 | 0.0224408 / -0.0224408 | 0.00455109 / -0.00455109 | 0.00488347 / -0.00488347 | 0.011097 / -0.011097 | 0.00496086 / -0.00496086 | 0.00456577 / -0.00456577 | 0.00393339 / -0.00393339 | 0.00429182 / -0.00429182 | 0.00339967 / -0.00339967 |
 | gamma_stat_SR__DNN_RUN2_bin_7 | 0.0438492 / -0.0438492 | 0.022879 / -0.022879 | 0.0021778 / -0.0021778 | 0.00114552 / -0.00114552 | 0.014411 / -0.014411 | 0.00192769 / -0.00192769 | 0.00270047 / -0.00270047 | 0.00132137 / -0.00132137 | 0.000258325 / -0.000258325 | 0.000728452 / -0.000728452 |
 | mu_XS_hh | -0.360053 / 0.310217 | -0.360053 / 0.310217 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
