 |       | HHggF      | HHVBF      | t      | Othertop      | Single-H      | VV      | VVV      | V      | W+jets      | Z+jets |
 | gamma_stat_SR__PNN_COMBINED_bin_0 | 0.000803138 / -0.000803138 | 0.00204014 / -0.00204014 | 0.00851196 / -0.00851196 | 0.00887094 / -0.00887094 | 0.00562053 / -0.00562053 | 0.00780314 / -0.00780314 | 0.00565418 / -0.00565418 | 0.0131711 / -0.0131711 | 0.00959455 / -0.00959455 | 0.0138892 / -0.0138892 |
 | gamma_stat_SR__PNN_COMBINED_bin_1 | 0.00162905 / -0.00162905 | 0.00322205 / -0.00322205 | 0.0107805 / -0.0107805 | 0.0107299 / -0.0107299 | 0.00521978 / -0.00521978 | 0.0107682 / -0.0107682 | 0.00959968 / -0.00959968 | 0.00970864 / -0.00970864 | 0.0148008 / -0.0148008 | 0.0125962 / -0.0125962 |
 | gamma_stat_SR__PNN_COMBINED_bin_2 | 0.00365889 / -0.00365889 | 0.00803733 / -0.00803733 | 0.0145578 / -0.0145578 | 0.0159652 / -0.0159652 | 0.00945118 / -0.00945118 | 0.0162837 / -0.0162837 | 0.0169821 / -0.0169821 | 0.0134126 / -0.0134126 | 0.0195047 / -0.0195047 | 0.016147 / -0.016147 |
 | gamma_stat_SR__PNN_COMBINED_bin_3 | 0.00421023 / -0.00421023 | 0.00698772 / -0.00698772 | 0.0104255 / -0.0104255 | 0.00970412 / -0.00970412 | 0.0107388 / -0.0107388 | 0.0100113 / -0.0100113 | 0.0110917 / -0.0110917 | 0.00919239 / -0.00919239 | 0.00494004 / -0.00494004 | 0.00818283 / -0.00818283 |
 | gamma_stat_SR__PNN_COMBINED_bin_4 | 0.00808732 / -0.00808732 | 0.00949608 / -0.00949608 | 0.00980109 / -0.00980109 | 0.00879163 / -0.00879163 | 0.01308 / -0.01308 | 0.00882616 / -0.00882616 | 0.00950919 / -0.00950919 | 0.00611004 / -0.00611004 | 0.00755019 / -0.00755019 | 0.00608054 / -0.00608054 |
 | gamma_stat_SR__PNN_COMBINED_bin_5 | 0.0230082 / -0.0230082 | 0.0240999 / -0.0240999 | 0.0108897 / -0.0108897 | 0.0107671 / -0.0107671 | 0.015892 / -0.015892 | 0.0112646 / -0.0112646 | 0.0130761 / -0.0130761 | 0.00691922 / -0.00691922 | 0.0112475 / -0.0112475 | 0.00680683 / -0.00680683 |
 | gamma_stat_SR__PNN_COMBINED_bin_6 | 0.022648 / -0.022648 | 0.0169676 / -0.0169676 | 0.00359189 / -0.00359189 | 0.00388895 / -0.00388895 | 0.0116706 / -0.0116706 | 0.00441696 / -0.00441696 | 0.00477596 / -0.00477596 | 0.00986032 / -0.00986032 | 0.00269138 / -0.00269138 | 0.00342732 / -0.00342732 |
 | gamma_stat_SR__PNN_COMBINED_bin_7 | 0.0618039 / -0.0618039 | 0.0359154 / -0.0359154 | 0.00272044 / -0.00272044 | 0.00368531 / -0.00368531 | 0.0111478 / -0.0111478 | 0.00316939 / -0.00316939 | 0.00302644 / -0.00302644 | 0.00456497 / -0.00456497 | 0.00129245 / -0.00129245 | 0.00117427 / -0.00117427 |
