channel,model,track,val_auc,test_auc
2l2tau,mlp,Run 2,0.9632160705951791,0.9617955091768473
2l2tau,mlp,Run 3,0.9604757840122442,0.9676112552806402
2l2tau,mlp,Combined,0.9644248548022114,0.9686396867215844
