channel,model,track,val_auc,test_auc
2l2tau,gnn,Run 2,0.9518201992042163,0.9518201992042163
2l2tau,gnn,Run 3,0.9557342773727299,0.9557342773727299
2l2tau,gnn,Combined,0.9602449090181449,0.9602449090181449
