channel,model,track,val_auc,test_auc
2l2tau,xgboost,Run 2,0.9675535574104496,0.9675535574104496
2l2tau,xgboost,Run 3,0.9701777962354922,0.9701777962354922
2l2tau,xgboost,Combined,0.9715273128020253,0.9715273128020253
