channel,model,track,val_auc,test_auc
1l2tau,gnn,Run 2,0.9141876780529781,0.9141876780529781
1l2tau,gnn,Run 3,0.9205845664135655,0.9205845664135655
1l2tau,gnn,Combined,0.9242430784248746,0.9242430784248746
