channel,model,track,val_auc,test_auc
1l2tau,dnn,Run 2,0.9312778479365152,0.9346550052491681
1l2tau,dnn,Run 3,0.9392358211122107,0.9410172984602078
1l2tau,dnn,Combined,0.9389322702270056,0.9372239824525
