channel,model,track,val_auc,test_auc
1l2tau,xgboost,Run 2,0.9337259698120056,0.9371219175784481
1l2tau,xgboost,Run 3,0.9411916921092986,0.9430498558019905
1l2tau,xgboost,Combined,0.939922450621702,0.9401522845905377
